id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,original_tweet_length,new_tweet_length
81349,14. On stan twitter i texted Steph this morning abt the Thing I just love how nice and kind she is she deserves the world,14 stan twitter i texted steph morning abt thing i love nice kind she she deserve world,0,0,0,0,NOT,,,25,17
11929,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is busy in appeasing minorities henceforth,she busy appease minorities henceforth,50,0,0,0,NOT,,,57,5
55515,@USER This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,like shitty restaurants advertise their vote 1 world famous crabcakes nobody tell you vote nobody live outside 10 mile radius ever actually eat there,1,1,0,0,OFF,TIN,OTH,34,24
55088,@USER @USER Now u now why they cant have KAVANAUGH confirmed! MANY ARE GETTING ARRESTED  MAGA!,u they cant kavanaugh confirm many get arrest maga,2,0,0,0,NOT,,,16,9
35033,@USER Man that shit just got me hype like I was watchin it 18 years ago,man shit get me hype like i watchin it 18 years ago,1,0,0,0,OFF,UNT,,16,12
37604,@USER yea shit sucks thats why i stopped watching anime mostly,yea shit suck thats i stop watch anime mostly,1,0,0,0,OFF,TIN,IND,11,9
38370,@USER FF8 sucks MAJOR wang.,ff8 suck major wang,1,0,0,0,OFF,TIN,GRP,5,4
22082,@USER That's not ture you probably mad that she is pregnant with clearance baby,that s not ture you probably mad she pregnant clearance baby,1,0,0,0,NOT,,,14,11
39167,@USER Get the hell out,get hell,1,0,0,0,OFF,UNT,,5,2
64209,@USER @USER @USER @USER Antifa are brown shirts. You... just special.,antifa brown shirt you special,4,0,0,0,NOT,,,11,5
31258,@USER #1950sbornwomen amassed their #NI gold doubloons as required by HMG who (@USER then STOLE the gold from our pirate chest when we were looking after our pirate kids  #1950swomen are pulling up alongside to blast cannon at those #ToryThieves because they won’t parlay.,1950sbornwomen amass their ni gold doubloons require hmg steal gold our pirate chest we look our pirate kid 1950swomen pull alongside blast cannon torythieves they not parlay,2,4,0,0,NOT,,,44,27
47425,@USER He is starting to tweet nonsense like Mango Mussolini,he start tweet nonsense like mango mussolini,1,0,0,0,OFF,TIN,IND,10,7
67191,@USER @USER Fake news. Two came forward the rest didn't want to get attacked by liberals.,fake news two come forward rest not want get attack liberals,2,0,0,0,NOT,,,16,11
64008,@USER @USER @USER Haha you liberals are so desperate it’s hilarious. Trying at all ends to set him up. This BS last minute stalling tactic about the alleged HS incident and the bait of emails that were sent to him. And people wonder how Trump won? Because they’re tired of Democrats and their crap.,haha you liberals desperate it hilarious try end set him up bs last minute stall tactic allege hs incident bait email send him people wonder trump win they tire democrats their crap,3,0,0,0,OFF,TIN,OTH,54,32
71831,@USER Every Antifa group member is also an antifascist. But not every antifascist is also an Antifa member. I am an antifascist but not a group member of Antifa.,every antifa group member also antifascist not every antifascist also antifa member i antifascist not group member antifa,1,0,0,0,NOT,,,29,18
42258,@USER @USER @USER @USER @USER Most people do not understand what an assault rifle is!  Makes their statements regarding gun control stupid!,people not understand assault rifle be make their statements regard gun control stupid,5,0,0,0,OFF,UNT,,22,13
28034,@USER And the NYTimes Anonymous author he probably considers a saint.,nytimes anonymous author he probably consider saint,1,0,0,0,NOT,,,11,7
48228,@USER @USER @USER @USER @USER We handed our nationalised industries over to be run for profit by the nationalised industries of other countries.  Smart.,we hand our nationalise industries run profit nationalise industries countries smart,5,0,0,0,NOT,,,24,11
82656,@USER @USER Me too!,me too,2,0,0,0,NOT,,,4,2
67453,@USER @USER @USER @USER @USER He is a malignant narcissist.,he malignant narcissist,5,0,0,0,OFF,TIN,IND,10,3
79780,@USER @USER @USER @USER She is on the march to match Kinscem.,she march match kinscem,4,0,0,0,NOT,,,12,4
11495,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He truly is projecting. Prior to coming on this thread it doesn’t seem he had any interactions on twitter just a lonely boy trolling conservatives.,he truly project prior come thread it not seem he interactions twitter lonely boy troll conservatives,46,0,0,0,NOT,,,71,16
18696,@USER @USER @USER Thats the problem. He is not a slick talking politician,thats problem he not slick talk politician,3,0,0,0,OFF,TIN,IND,13,7
95210,Good Job asshole!!!...You just killed your dad's chance of a get out of jail free card!!! #MAGA @USER @USER @USER @USER @USER @USER URL,good job asshole you kill your dad s chance get jail free card maga,6,1,1,0,OFF,TIN,IND,24,14
65340,@USER @USER @USER @USER @USER Hmmmm what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK?   It’s a framework under which we operate. We’re not the victim until we leave and are then subject to rules we don’t even control.  It’s a #BrexitShambles. Let’s stop it.,hmmmm meps we elect uk attend european parliament represent uk it framework we operate we not victim we leave subject rule we not even control it brexitshambles let stop it,5,1,0,0,OFF,TIN,GRP,55,30
99778,@USER @USER @USER @USER @USER @USER @USER FUCK yes now i have someone to pressure me to get into every pit that opens up,fuck yes i someone pressure me get every pit open,7,0,0,0,OFF,TIN,IND,24,10
15557,@USER Wow was he wearing his hood when he made that statement? And... antifa? Really?,wow he wear his hood he make statement and antifa really,1,0,0,0,NOT,,,15,11
89662,@USER You are a true blessing,you true bless,1,0,0,0,NOT,,,6,3
85053,@USER Put your stance on gun control on your website.,put your stance gun control your website,1,0,0,0,NOT,,,10,7
97424,@USER @USER @USER Can you let him know?,you let him know,3,0,0,0,NOT,,,8,4
71504,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I met Mark. And he is amazing. He is just as sassy in real life as in the show.,i meet mark he amaze he sassy real life show,10,0,0,0,OFF,TIN,IND,29,10
40154,INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!,interrupt his hear every turn thats ok he man take it least he remember he be kavanaugh definitely earn his strip scotus maga,0,0,0,0,OFF,TIN,IND,41,23
21829,@USER Total Bullshit,total bullshit,1,0,0,0,OFF,UNT,,3,2
48061,@USER And it’s always during active play! Sit your butt down people!,it always active play sit your butt people,1,0,0,0,OFF,TIN,IND,12,8
48171,@USER @USER @USER Are you guys really still supporting the @USER party that suspended you all because you went into coalition with the @USER  Deary me Talk about desperation to be noticed,you guy really still support party suspend you you go coalition deary me talk desperation notice,5,0,0,0,NOT,,,32,16
18519,@USER @USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.,plenty sane centrist democrat citizens far leftist politicians amp antifa weirdos no thank,2,0,0,0,OFF,TIN,GRP,19,13
28660,@USER @USER This is a lie! To push a gun control narrative! The actual number is much lower. If you look up what they are using to reach that number you will see why it is so high. Always playing politics!,lie push gun control narrative actual number much lower you look they use reach number you see it high always play politics,2,0,0,0,OFF,TIN,IND,41,22
82051,@USER u said marriage is just a title.....if u knew u had money to protect u wouldn’t see it that way that’s why i said that. but if u ain’t broke then that statement doesn’t include u mista bill gates,u say marriage title if u know u money protect u not see it way i say that u not break statement not include u mista bill gate,1,0,0,0,NOT,,,40,28
78506,@USER Such a tragedy. He is missed by many.,tragedy he miss many,1,0,0,0,NOT,,,9,4
62245,@USER @USER Him because she is a democrat and doesn’t want the vote to go through. Facts just the facts.,him she democrat not want vote go through facts facts,2,0,0,0,NOT,,,20,10
67221,@USER @USER Congress tried Secret Shah Bano strategy for #TripleTalaq. Then they openly took a position to appease Muslim conservatives for votes. @USER trying to confuse now about their position on it again for votes. PPL of India are smarter now to know their real reason!,congress try secret shah bano strategy tripletalaq they openly take position appease muslim conservatives vote try confuse their position it vote ppl india smarter know their real reason,3,1,0,0,NOT,,,46,28
79057,@USER @USER Smut straight from hell,smut straight hell,2,0,0,0,OFF,UNT,,6,3
60881,@USER HE IS MOE,he moe,1,0,0,0,OFF,UNT,,4,2
11409,@USER @USER Or maybe to pay for their protests since Mnuchin shut that slush fund down. Probably going to pay for Antifa riots. Busing in people and weapons.,maybe pay their protest since mnuchin shut slush fund down probably go pay antifa riot bus people weapons,2,0,0,0,OFF,TIN,GRP,28,18
26491,@USER @USER That would be Antifa!,would antifa,2,0,0,0,NOT,,,6,2
69682,@USER She is a Republican hypocrite!,she republican hypocrite,1,0,0,0,OFF,TIN,IND,6,3
20927,@USER @USER @USER And Republicans wanted moderates when obama was president and we go the way liberals Kagan and Sotomayer,republicans want moderate obama president we go way liberals kagan sotomayer,3,0,0,0,NOT,,,20,11
52292,@USER Better than what? Truth? Politicians have never been good at that. My America is better than Flake.,better what truth politicians never good that my america better flake,1,0,0,0,OFF,TIN,GRP,18,11
24980,@USER @USER You are so close.,you close,2,0,0,0,NOT,,,6,2
32025,@USER Approve on how to throw a fit get loud swing your arms around to try and get your way....,approve throw fit get loud swing your arm around try get your way,1,0,0,0,NOT,,,20,13
85615,"@USER @USER @USER @USER @USER @USER @USER UNDERSTOOD, Sir! Like on the morn of 11/08/16, Nation HUNKERED DOWN 2 cont. 2 help #MAGA, in UR God given STABLE GENIUS wrds:Till The Bitter End""... God speed Tziyon, Shalom! Con musica, Lucho, Latin Jazz Voc.&amp;Comp.""",understand sir like morn 11 08 16 nation hunker 2 cont 2 help maga ur god give stable genius wrds till bitter end god speed tziyon shalom con musica lucho latin jazz voc amp comp,7,1,0,2,NOT,,,43,35
95559,@USER @USER and that is why he is trying to end Obamacare so that only a priveledged few can benifit.  But his tax cuts are killing us anyway. URL,he try end obamacare priveledged benifit his tax cut kill us anyway,2,0,1,0,NOT,,,29,12
56493,@USER Goodell and my Lions both suck,goodell my lions suck,1,0,0,0,OFF,UNT,,7,4
31046,@USER You are low class asshole. You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for being a man and standing true.,you low class asshole you wear your suit talk 1 call us deplorable you sit behind your antifa hate fill lie son bitch party call yourself honorable least my pappy would proud me man stand true,1,0,0,0,OFF,TIN,IND,55,36
11156,@USER Irish Bad Bitch,irish bad bitch,1,0,0,0,OFF,UNT,,4,3
30464,@USER @USER @USER @USER @USER He is a disgrace,he disgrace,5,0,0,0,OFF,TIN,IND,9,2
14512,@USER She is not a cheater. That chair ump robbed her.,she not cheater chair ump rob her,1,0,0,0,OFF,TIN,IND,11,7
77860,@USER Hint Call 1 800THEWHITEHOUSE,hint call 1 800thewhitehouse,1,0,0,0,NOT,,,5,4
88097,@USER your @USER app is down / sucks,your app suck,2,0,0,1,OFF,TIN,IND,8,3
77994,@USER I feel you dude it Fucking sucks,i feel you dude it fuck suck,1,0,0,0,OFF,TIN,IND,8,7
61409,@USER By the looks of her face you can tell where they're pulling the numbers from,look her face you tell they re pull number,1,0,0,0,NOT,,,16,9
16366,@USER I don't know what you are trying to say with that ahah,i not know you try say ahah,1,0,0,0,NOT,,,13,7
42410,@USER @USER Feinstein wanted to delay until after the midterms.  Hopefully the RED wave will wash her into the Atlantic. #MAGA,feinstein want delay midterms hopefully red wave wash her atlantic maga,2,1,0,0,OFF,TIN,IND,21,11
69456,"@USER @USER Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution?   Take your people control (it's not gun control) and gtfo with your crazy.   Steve Willeford says hi"". Don't know the name? Perhaps Google it and realize how stupid you are.""",maybe i m wrong not you take oath preserve uphold constitution take your people control it s not gun control gtfo your crazy steve willeford say hi not know name perhaps google it realize stupid you be,2,0,0,0,OFF,TIN,IND,47,37
17819,@USER @USER @USER @USER Please don’t confuse liberals with facts🤣🤣🤣🤣,please not confuse liberals facts,4,0,0,1,NOT,,,10,5
88118,@USER Eric Holder should step away from the microphone.,eric holder step away microphone,1,0,0,0,NOT,,,9,5
23652,@USER @USER was funny. That was when he wasn’t a puppet. Haven’t watched in over a year.,funny he not puppet not watch year,2,0,0,0,NOT,,,17,7
46817,@USER @USER What Williams d was take away the attn from a tennis player who won &amp; should have been in spotlight &amp; not Williams.,williams take away attn tennis player amp spotlight amp not williams,2,0,0,0,NOT,,,25,11
63169,@USER @USER i dont think moral psychology can fix the core problem. and using the David Brooks model to pander to the right wont fool them for long. URL i think the right embracing fascism to survive is a very real possibility,i dont think moral psychology fix core problem use david brook model pander right wont fool them long i think right embrace fascism survive real possibility,2,0,1,0,NOT,,,42,26
20076,@USER She is a war criminal. By the Nuremberg standard Clinton and every other SoS and Pres should be behind bars.,she war criminal nuremberg standard clinton every sos pres behind bar,1,0,0,0,NOT,,,21,11
40453,@USER What I'm saying MGK is claiming he is the modern best but his stuff now isn't what Ems was 10 years ago,i m say mgk claim he modern best his stuff not ems 10 years ago,1,0,0,0,NOT,,,23,15
57952,@USER lemme rap on that shit. I'll do a video floatin downstream in a coffin like in horrorland lol,lem me rap shit i ll video floatin downstream coffin like horrorland lol,1,0,0,0,OFF,TIN,GRP,19,13
21095,@USER Madam will never respond. She is among those who see nothing good about PMB and his administration. It sucks.,madam never respond she among see nothing good pmb his administration it suck,1,0,0,0,OFF,TIN,IND,20,13
80516,@USER Nobody is addressing the cow in the room. Not even when Florence is still doing her thing. It's like after a mass shooting and it's the wrong time to talk about gun control. @USER,nobody address cow room not even florence still her thing it s like mass shoot it s wrong time talk gun control,2,0,0,0,OFF,TIN,IND,35,22
46012,@USER @USER Leave it to me please. I know he is your son but I am his awesome aunt.,leave it me please i know he your son i his awesome aunt,2,0,0,0,NOT,,,19,13
98366,@USER White Nationalist and Nazis arent the same. Also at this point I'd prefer nazis tbh,white nationalist nazis arent same also point i d prefer nazis tbh,1,0,0,0,NOT,,,16,12
40152,@USER you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.,you racist fake site fake profile fake picture scammers block you also you delete account no reason block email customer service fake people hour date sit fake create profile themselves,1,0,0,0,OFF,TIN,GRP,48,30
80156,@USER @USER Thank u..,thank u,2,0,0,0,NOT,,,4,2
48805,The #Left thanks to #LisaPage is realizing that the #MuellerInvestigation is doomed but that’s not news to us. ANY investigation of an innocent person is doomed from the start. #maga,leave thank lisapage realize muellerinvestigation doom not news us investigation innocent person doom start maga,0,4,0,0,NOT,,,30,15
39250,@USER @USER Gun control is not the answer.,gun control not answer,2,0,0,0,NOT,,,8,4
57399,@USER @USER @USER The reason I ask is because  most liberals R totally oblivious to good things he's done.They often R so clueless they can't even name 1 thing.  They just repeat what they hear from programs like The View &amp; liberal media.They haven't even researched or have a thought of their own.,reason i ask liberals r totally oblivious good things he s do they often r clueless they not even name 1 thing they repeat they hear program like view amp liberal media they not even research think their own,3,0,0,0,NOT,,,53,39
13689,@USER Can you blame her for not having her life destroyed by Trump and his cult her children the FBI should do the investigation he is going Federal FBI must be afraid of Trump might get hit by a bus Trump has a book of the ugliest names u can call someone like lying Trumpstard URL,you blame her not her life destroy trump his cult her children fbi investigation he go federal fbi must afraid trump might get hit bus trump book ugliest name u call someone like lie trumpstard,1,0,1,0,NOT,,,56,35
34688,@USER #1standLast I believe @USER just asked Vontae Davis if he is going to play another game this season.   URL via @USER,1standlast i believe ask vontae davis he go play another game season via,3,1,1,0,NOT,,,22,13
56374,@USER just sitting on the bus listening to the most sensible thing and I'm trying not to tear up I miss your father so much and it hurts to watch and listen to him I wish he was here but I know for a fact he is with all of us and he will always forever be the best,sit bus listen sensible thing i m try not tear i miss your father much it hurt watch listen him i wish he i know fact he us he always forever best,1,0,0,0,NOT,,,59,32
56313,@USER I can’t understand why anyone won’t want to see these docs in open light. You liberals think the Russian investigations is the big deal. As a American I truly believe the subversion of a elected president by our Justice department and the FBI is far worse for our Country.,i not understand anyone not want see docs open light you liberals think russian investigations big deal american i truly believe subversion elect president our justice department fbi far worse our country,1,0,0,0,NOT,,,50,32
12170,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Like a gazelle fleeing an antifa mob?,like gazelle flee antifa mob,17,0,0,0,NOT,,,24,5
74376,@USER I hope so. That Tana girl fucks anything lol,i hope so tana girl fuck anything lol,1,0,0,0,OFF,UNT,,10,8
60343,@USER @USER @USER @USER @USER Thank God they ban conservatives on social media.,thank god they ban conservatives social media,5,0,0,0,NOT,,,13,7
60215,@USER @USER @USER Because neither have shown anything to suggest they are worthy replacements. In Tevagas case he is an undersized lock with poor dummy half service who severely hurts team go-forward and Roache has not strung any number of games together without injury. Pay Luke.,neither show anything suggest they worthy replacements tevagas case he undersized lock poor dummy half service severely hurt team go forward roache not string number game together without injury pay luke,3,0,0,0,NOT,,,46,31
99729,@USER Love how fat they all are while chowing down on cake and cookies. That's the future liberals want.,love fat they chowing cake cookies that s future liberals want,1,0,0,0,OFF,TIN,GRP,19,11
66246,@USER Surprised because they look like females in Antifa.,surprise they look like females antifa,1,0,0,0,NOT,,,9,6
32734,Ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size?,ai not it fun manager stick his ass would make redwood self conscious its size,0,0,0,0,OFF,TIN,OTH,21,15
98440,@USER @USER CA has inadequate gun control.,ca inadequate gun control,2,0,0,0,OFF,TIN,IND,7,4
41563,@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.,entertain nobody think montel years you pick fight him incredible feeble mind you have,1,0,0,0,OFF,TIN,IND,29,14
73784,@USER They could literally give two fucks af 😂 like ummm okay thanks 😂,they could literally give two fuck af like ummm okay thank,1,0,0,2,OFF,UNT,,14,11
16988,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He's not wrong!,he s not wrong,10,0,0,0,NOT,,,13,4
86306,@USER Can we have a discussion about sensible gun control laws? I'm interested in having a discussion about sensible gun control laws.   Hello?  Hello?  Is this thing on?,we discussion sensible gun control laws i m interest discussion sensible gun control laws hello hello thing on,1,0,0,0,NOT,,,28,18
14162,@USER @USER @USER I want gun control as a student but as a person of color i have to keep myself armed i will be taking gun lessons away from the nra because i know how despicable and evil they are. I wish there was a simple answer to guns. Gun control doesn’t work when we are a checker board.,i want gun control student person color i keep myself arm i take gun lessons away nra i know despicable evil they be i wish simple answer gun gun control not work we checker board,3,0,0,0,NOT,,,60,35
92072,@USER @USER @USER @USER What I  saw him do in TC show was nothing short of amazing!  He is willing to take the fight to them &amp; not allow them over power the conversation.  That's why TC said SLOW DOWN!!,i saw him tc show nothing short amaze he will take fight them amp not allow them power conversation that s tc say slow down,4,0,0,0,NOT,,,40,25
16101,@USER Dream on!,dream on,1,0,0,0,NOT,,,3,2
13310,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Their old slogan was Make a Run For the Border"". Doesn't get more #antifa than that, comrade.""",their old slogan make run border not get antifa that comrade,9,1,0,0,NOT,,,26,11
24484,@USER Fuck yeah !!!! Go you !!!,fuck yeah go you,1,0,0,0,OFF,UNT,,7,4
84203,@USER She is ordinary I didn't watch it Cannot stand her BTW m8 What did she do this time,she ordinary i not watch it can not stand her btw m8 she time,1,0,0,0,NOT,,,19,14
14767,@USER And trending is the comment “can we start with Rosie”,trend comment can we start rosie,1,0,0,0,NOT,,,11,6
43772,@USER @USER Agreed. Iowa State was able to get to him a few times just after he released it. I tend to think he is more durable than most though.,agree iowa state able get him time he release it i tend think he durable though,2,0,0,0,NOT,,,30,16
26457,@USER @USER @USER @USER is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.,not difficult woman she far leave lean bitch she no place unbiased commentary platform get rid her,4,0,0,0,OFF,TIN,IND,30,17
67802,"@USER There are reports Cuomo reached deep into his campaign war chest."" He is definitely spending a lot more this time around. $7.5 million in August on tv ads alone. Nixon spent just over $606,000 during the same period. Turn out seems like it'll be higher than usual. Another sign""",report cuomo reach deep his campaign war chest he definitely spend lot time around 7 5 million august tv ads alone nixon spend 606 000 period turn seem like it ll higher usual another sign,1,0,0,0,NOT,,,50,35
43322,@USER Antifa is Israel's thug squad in America,antifa israel s thug squad america,1,0,0,0,OFF,TIN,GRP,8,6
73879,@USER Why do all liberals look like they're eating sour grapes??,liberals look like they re eat sour grapes,1,0,0,0,NOT,,,11,8
63032,@USER @USER The point being made is that the support comes from the right of the party - it’s relevant because it gives clarity to the offering made to the good people of London - they now know a @USER vote is like voting for Marine Le Pen. You’re welcome.,point make support come right party it relevant it give clarity offer make good people london they know vote like vote marine le pen you welcome,3,0,0,0,NOT,,,50,26
22699,@USER But he is back on the weed.,he back weed,1,0,0,0,NOT,,,8,3
24162,@USER @USER @USER @USER @USER True...where was Captain Bonepurs Pussygrabber?,true where captain bonepurs pussygrabber,5,0,0,0,NOT,,,10,5
64950,@USER Yes she is...,yes she be,1,0,0,0,NOT,,,4,3
38116,1. 2 protect Trumpie. 2. 2 increase presidential powers. 3. 2 kill Roe v. Wade. 4. 2 limit voting rights. 5. 2 weaken gun control. 6. 2 deal with religious liberty. Congress is not an august body. They lost that moniker when they went whole hog 4 Trumpism. URL,1 2 protect trumpie 2 2 increase presidential power 3 2 kill roe v wade 4 2 limit vote right 5 2 weaken gun control 6 2 deal religious liberty congress not august body they lose moniker they go whole hog 4 trumpism,0,0,1,0,OFF,TIN,IND,49,43
74054,#WillieNelson LAUGHS AT #MAGA CONSERVATIVES on #TheView for suddenly being outraged by his support of #Democrats   #MOG #MAGA URL,willienelson laugh maga conservatives theview suddenly outrage his support democrats mog maga,0,6,1,0,NOT,,,19,12
52266,@USER That’s because he is a Quack,he quack,1,0,0,0,NOT,,,7,2
48405,@USER @USER @USER What exactly do you call gun control?,exactly you call gun control,3,0,0,0,NOT,,,10,5
42833,"@USER Between that and antifa claiming territory"" like a gang and beating up that vet, the American left just can't stop shooting itself in the foot""",antifa claim territory like gang beat vet american leave not stop shoot itself foot,1,0,0,0,NOT,,,26,14
31480,"@USER #Republicans love to say it's too early to talk"" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate""",republicans love say it s early talk common sense gun control events they really want people forget amnesia kick they ignore their job protect public gun control work r s procrastinate,1,1,0,0,OFF,TIN,IND,52,31
40051,@USER @USER Ramos sounds like a shitty ump,ramos sound like shitty ump,2,0,0,0,OFF,TIN,IND,8,5
43269,@USER @USER Well they will start banishing all acct's for promoting URL FB gave @USER Brandon a 30 day z-jail time. I'm sure tomorrow Apple/Jacks will do it too. Let's all just do it and see how many conservatives &amp; #WalkAwayMarch er's they shut down.poof FB begone,well they start banish acct s promote fb give brandon 30 day z jail time i m sure tomorrow apple jack it too let s it see many conservatives amp walkawaymarch er s they shut down poof fb begone,3,1,1,1,OFF,TIN,IND,47,39
42226,@USER @USER Oh shit u went there 🤣🤣🤣,oh shit u go,2,0,0,1,OFF,TIN,IND,8,4
98465,@USER Disgusting!,disgust,1,0,0,0,OFF,UNT,,2,1
35353,"@USER For me superman has to be morally superior no matter what (excluding maybe the love interest 😂).. he is the pure good"" and ""nice"" yet still superior... I didn't see that. 🤷🏼‍♀️ it disappointed me. 😭""",me superman morally superior no matter exclude maybe love interest he pure good nice yet still superior i not see that it disappoint me,1,0,0,3,NOT,,,37,24
74744,@USER Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.,ca not take they dish out joe you snake hang neck live cnn fee,1,0,0,0,OFF,TIN,IND,24,14
74806,"@USER @USER @USER @USER @USER @USER Talks about the idea of Anonymous"" then turns it into ""in general it's about bla bla bla"" because when it comes to you and your buddies making no profit doesn't apply?  Then claims he ""fought against Antifa"" yet now supports it.  What a fucking joke.""",talk idea anonymous turn it in general it s bla bla bla it come you your buddies make no profit not apply claim he fight antifa yet support it fuck joke,6,0,0,0,NOT,,,51,31
16097,@USER @USER We should meet her face to face! She won't be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!,we meet her face face she not speak like much longer she horrid person somebody teach her you reap you sow she find hard way she ugly inside fubar,2,0,0,0,OFF,TIN,IND,45,29
42039,@USER @USER Mob mentality...,mob mentality,2,0,0,0,NOT,,,4,2
78319,@USER Oh I love this so much and had no idea your daughter and family had been through the struggle of childhood leukemia. So happy to hear she is a healthy strong college athlete! Much love to you and yours... ❤️💪🏻❤️,oh i love much no idea your daughter family struggle childhood leukemia happy hear she healthy strong college athlete much love you yours,1,0,0,1,NOT,,,41,23
81311,"@USER TBF, it's Nascar for liberals"" is actually quite a good description.""",tbf it s nascar liberals actually quite good description,1,0,0,0,NOT,,,12,9
16315,@USER @USER I will think it is significant they haven’t moved ahead. The difficulty is that liberals over shoot and become zealous in their environmental oversight.  This one seems legit.  The wild life and fishing people are opposed and I’m sure in Don Jrs ear.  And I want to go visit...,i think it significant they not move ahead difficulty liberals shoot become zealous their environmental oversight one seem legit wild life fish people oppose i sure jrs ear i want go visit,2,0,0,0,NOT,,,51,32
76049,@USER Bono can go away now the 90s are over you sick now,bono go away 90s you sick,1,0,0,0,OFF,TIN,IND,13,6
34682,@USER shhh. don't tell the liberals,shhh not tell liberals,1,0,0,0,NOT,,,6,4
21418,@USER Liberals live in fantasy land. URL,liberals live fantasy land,1,0,1,0,NOT,,,7,4
10583,&gt;Thank you! You are also very pretty and kind URL,gt thank you you also pretty kind,0,0,1,0,NOT,,,10,7
38269,@USER Go back to N. Vietnam.,go back n vietnam,1,0,0,0,NOT,,,6,4
78637,@USER Hell no#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸,hell no maga,1,1,0,1,NOT,,,4,3
49396,@USER Really another one holy crap wow all brought to you by the Liberals.,really another one holy crap wow bring you liberals,1,0,0,0,OFF,TIN,GRP,14,9
94810,@USER Freaking casual fans say you are their favorite.,freak casual fan say you their favorite,1,0,0,0,NOT,,,9,7
99815,@USER And you are a football fan too !,you football fan,1,0,0,0,NOT,,,9,3
93004,@USER Europeans are morons for electing people like this,europeans morons elect people like,1,0,0,0,OFF,TIN,GRP,9,5
83209,#Release the Kraken!!  #WWG1WGA!! #MAGA!! URL,release kraken wwg1wga maga,0,3,1,0,NOT,,,6,4
80333,@USER I hope so.  Liberals heads exploding is what I'm hoping for,i hope so liberals head explode i m hop,1,0,0,0,NOT,,,12,9
12743,@USER It’s funny. You’re claiming gun control will help the US yet you’re apparently on the south side which has been deemed “chiraq” lol...Chicago has the strictest gun laws yet the highest gun violence.,it funny you claim gun control help us yet you apparently south side deem chiraq lol chicago strictest gun laws yet highest gun violence,1,0,0,0,NOT,,,34,24
44210,The “Law and Order” president really hates law enforcement! Lol #MAGA URL,law order president really hat law enforcement lol maga,0,1,1,0,OFF,TIN,IND,12,9
93628,@USER Bitter Barack loves a free press as long as they were on his band wagon.,bitter barack love free press long they his band wagon,1,0,0,0,NOT,,,16,10
93582,@USER @USER @USER @USER @USER @USER @USER @USER @USER Dude your sister rocks and you should be ashamed never go against the family! it shows you are a little man.,dude your sister rock you ashamed never go family it show you little man,9,0,0,0,NOT,,,30,14
12093,@USER @USER @USER I was going to ask the same thing.  Don't know who he is.,i go ask thing not know he be,3,0,0,0,NOT,,,16,8
28988,Also I do not support antifa in any way. Using violence or intimidation for a political message is the definition of terrorism. Regardless of someone’s beliefs you should not incite violence on people over the belief and they should not do so over you.,also i not support antifa way use violence intimidation political message definition terrorism regardless someone beliefs you not incite violence people belief they not you,0,0,0,0,NOT,,,44,25
12404,@USER Sweet Lawd she is beautiful,sweet lawd she beautiful,1,0,0,0,NOT,,,6,4
