id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
84594,.@USER If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL,constituents support craven be not need vote out,1,0,1,0,OFF,TIN,GRP,8,23
77742,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Listen people Queen is right. This is not a game this is war 👆👆👆👆👆💥💥😡😡😡😡 URL,listen people queen right not game war,41,0,1,1,NOT,,,7,56
47926,@USER Always been a lier,always lier,1,0,0,0,OFF,TIN,IND,2,5
91612,@USER lol fuck you,lol fuck,1,0,0,0,OFF,TIN,IND,2,4
57434,"@USER @USER @USER @USER @USER @USER @USER For example, I don't think that liberal imposition or inauthenticity"" is the issue here. The issue is that of borders and citizenship - liberals assume the same rights and equalities arguments apply across borders that apply within borders. But that is not a widely shared view.""",example not think liberal imposition inauthenticity issue here issue border citizenship liberals assume right equalities arguments apply across border apply within border not widely share view,7,0,0,0,NOT,,,26,53
37123,@USER Those lying liberals. At it again. SMH.,lie liberals again smh,1,0,0,0,OFF,TIN,IND,4,8
57426,@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?,lot guilt tucker take upon himself surely not fault,1,0,0,0,OFF,TIN,IND,9,22
94326,@USER #beaboutit anyone in California see how utterly defenseless their gun control agenda makes people? Bravery backed by effective tools prevents loss of life. Good on this guy! Be willing to win at any cost!,beaboutit anyone california see utterly defenseless gun control agenda make people bravery back effective tool prevent loss life good guy will win cost,1,1,0,0,NOT,,,23,35
16518,@USER HI ILYSM IT HAS BEEN SUCH A GREAT DAY,hi ilysm great day,1,0,0,0,NOT,,,4,10
34852,@USER i’m in hetero with you,hetero,1,0,0,0,NOT,,,1,6
51673,@USER @USER School misconduct allegations? That sounds like he was chewing gum in class. I think he is being accused of much more than “misconduct”,school misconduct allegations sound like chew gum class think accuse much misconduct,2,0,0,0,NOT,,,12,25
63772,@USER @USER @USER got him signing my book......he is a cute URL,get sign book he cute,3,0,1,0,NOT,,,5,12
20189,@USER He was either looking to pray or for prey.  🤪,either look pray prey,1,0,0,1,NOT,,,4,11
13230,Even Obama Trade Rep Acknowledges:   Trump Is Cleaning Up An OLD Global Trade Mess  URL  #maga #MakeAmericaGreatAgain #makeamericaamericaagain #makeamericastrongagain #makeamericasafeagain #makeamericasaneagain,even obama trade rep acknowledge trump clean old global trade mess maga makeamericagreatagain makeamericaamericaagain makeamericastrongagain makeamericasafeagain makeamericasaneagain,0,6,1,0,OFF,UNT,,17,21
19954,@USER @USER @USER As a kid of legal immigrants I can attest you are 100% correct. They follow the law to the letter in most cases because they worked so damn hard to get her legally they won’t do anything to risk their status. The illegals have contempt for our laws and pull the scams 24/7,kid legal immigrants attest 100 correct follow law letter case work damn hard get legally not anything risk status illegals contempt laws pull scam 24 7,3,0,0,1,OFF,TIN,IND,26,56
84604,@USER Ever notice how the Liberals kick the can down the road to when they won’t be in power? Where was this the last 4 years?,ever notice liberals kick road not power last 4 years,1,0,0,0,NOT,,,10,26
83637,@USER He is saaaaaaadd 😂😂😂 URL,saaaaaaadd,1,0,1,1,NOT,,,1,6
21722,@USER @USER @USER He is,he be,3,0,0,0,NOT,,,2,5
89315,Prepare for the midterms by reading Creating the Declaration of Independence by @USER to understand what Made America Great in the First Place URL #MAGA #KAG @USER @USER @USER @USER @USER @USER,prepare midterms read create declaration independence understand make america great first place maga kag,7,2,1,0,NOT,,,14,32
63717,@USER By screaming at the officials or by throwing her racket? I'm confused.,scream officials throw racket i m confuse,1,0,0,0,NOT,,,7,13
15678,@USER Be sure to just cover liberals' p.o.v.  That's what you do.  Not fair &amp; balanced.,sure cover liberals p o v that s do not fair amp balance,1,0,0,0,NOT,,,13,16
13278,#Mueller #DOJ #FBI #CIA #LawEnforcement #PoliceState   Proof all law enforcement are paramilitary goons for the communist leftwing #DNC &amp; will do anything to solidify their grip on power.   Conservatives should seriously question their support of police.  URL,mueller doj fbi cia lawenforcement policestate proof law enforcement paramilitary goons communist leftwing dnc amp anything solidify grip power conservatives seriously question support police,0,7,1,0,NOT,,,24,37
60277,@USER @USER Smudge is definitely #TeamDanny! Here she is spreading the word! URL,smudge definitely teamdanny spread word,2,1,1,0,NOT,,,5,13
88482,@USER @USER @USER 😂😂😂  He got our asses Not even believing  the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! 🙈🙈,get asses not even believe truth truth lmao amp know water damn wet but cant even believe come lie ass mouth,3,0,0,2,OFF,TIN,IND,21,35
11777,"A 5th columnist always imagines himself as a patriot. That’s how traitors rationalize perfidy. . . Clearly the deep state, the steady state, the swamp, or whatever you wish to call it sees itself as above such nuisances &amp; trivialities as elections."" URL #MAGA""",5th columnist always imagine patriot traitors rationalize perfidy clearly deep state steady state swamp whatever wish call see nuisances amp trivialities elections maga,0,1,1,0,OFF,TIN,GRP,23,44
68647,"@USER Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"" beer and ""somehow"" ended up in a bedroom? Implausible.""",not forget deletion social media no doubt anti trump pro antifa no one ask can not fix year day genuinely gullible one beer somehow end bedroom implausible,1,0,0,0,OFF,TIN,GRP,27,45
12604,@USER Goo goo google. 👶🏻,goo goo google,1,0,0,1,NOT,,,3,5
10039,@USER Childish and unprofessional.,childish unprofessional,1,0,0,0,OFF,TIN,IND,2,4
75101,@USER @USER Tonight Show? Is that still a thing? Who knew?,tonight show still thing know,2,0,0,0,NOT,,,5,11
74427,"@USER @USER 1 of 2) Support Chief's comments. I'd recommend reading excellent true crime book, In Plain Sight:The Kaufman County Prosecutor Murders"" - by Kathryn Casey. Victims were all armed (DA, very heavily) and prepared to ""protect themselves."" Not about gun control, but...""",1 2 support chief s comment i d recommend read excellent true crime book plain sight the kaufman county prosecutor murder kathryn casey victims arm da heavily prepare protect themselves not gun control but,2,0,0,0,NOT,,,34,43
58201,@USER @USER @USER U don’t think bad stuff happens to men in cars? Shit happens to everyone it’s just your mindset on how you deal with possible issues like that. You can’t spend your whole life worrying about something that most likely won’t happen to you. But it’s your life do ur thing haha.,u not think bad stuff happen men cars shit happen everyone mindset deal possible issue like that not spend whole life worry something likely not happen you life ur thing haha,3,0,0,0,OFF,UNT,,31,54
41255,@USER He is Jesus,jesus,1,0,0,0,NOT,,,1,4
19299,@USER I said it yesterday. He is literally a walking embalment.,say yesterday literally walk embalment,1,0,0,0,NOT,,,5,11
45715,@USER @USER @USER Planned Parenthood provides millions with CONTRACEPTION - thereby eliminating an unplanned pregnancy for most; an unplanned pregnancy that doesn’t potentially result in an abortion.  Conservatives possess no critical thinking skills whatsoever!,plan parenthood provide millions contraception thereby eliminate unplanned pregnancy most unplanned pregnancy not potentially result abortion conservatives possess no critical think skills whatsoever,3,0,0,0,NOT,,,23,34
89954,@USER @USER @USER It started with Cameron and May is even worse. She is not a Conservative!,start cameron may even worse not conservative,3,0,0,0,OFF,TIN,IND,7,17
23081,@USER Dear @USER please understand he is not doing anything except saving ur and mine money. If he had used our tax money wisely our children would have been in government schools. Her wife would have got treatment here. His own sons would have been standing with him.,dear please understand not anything except save ur mine money use tax money wisely children would government school wife would get treatment here sons would stand him,2,0,0,0,NOT,,,27,48
44368,@USER @USER @USER Maybe something a little more recent to help you out. URL,maybe something little recent help out,3,0,1,0,NOT,,,6,14
81844,@USER @USER @USER Portugal fluked their way through 2 penalty shoot outs and CR didn’t play the final,portugal fluked way 2 penalty shoot out cr not play final,3,0,0,0,NOT,,,11,18
37268,@USER I thought that I could not dislike anyone more than your father but I was wrong.  You are even more PATHETIC than he is.  Your children must be so proud to have a father who behaves like you.  Tick tock....  #MuellerIsComingForYouToo #PatheticLittleManJr,think could not dislike anyone father wrong even pathetic be children must proud father behave like you tick tock muelleriscomingforyoutoo patheticlittlemanjr,1,2,0,0,OFF,TIN,IND,21,43
95322,.@USER does not possess the wisdom to pass judgment on a honest man like Judge Kavanaugh. She has flawed and suspect judgment as manifested in her ill-advised years long affair with the likes of Mayor Willie Brown. She launched her career on her back. She is trashy. URL,not possess wisdom pass judgment honest man like judge kavanaugh flaw suspect judgment manifest ill advise years long affair like mayor willie brown launch career back trashy,1,0,1,0,NOT,,,27,48
82058,@USER Thank you Don Jr! You are absolutely correct!,thank jr absolutely correct,1,0,0,0,NOT,,,4,9
58956,@USER Ooooo Damn! Looks like a Rainbow! All Pretty And Shit!,ooooo damn look like rainbow pretty shit,1,0,0,0,OFF,TIN,IND,7,11
29956,@USER You are the second person in 2 minutes to tell me that. Apparently I’m sitting on a Smelly Cat-sized fortune!,second person 2 minutes tell that apparently sit smelly cat size fortune,1,0,0,0,NOT,,,12,21
60989,@USER shut the fuck upppp kliff i'm bigger than you and gayer than you so don't try any shit,shut fuck upppp kliff i m bigger gayer not try shit,1,0,0,0,OFF,TIN,IND,11,19
34899,@USER @USER TRUMP IS A FUCKING ASSHOLE AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU,trump fuck asshole think otherwise idiot friends pr hurt one need get educate educate everyday talk everyday stfu,2,0,0,0,OFF,TIN,IND,18,42
71890,@USER @USER @USER Thanks that sums it up nicely! Serena and her sycophants are exposed with facts! Liberals hate facts!!!!!,thank sum nicely serena sycophants expose facts liberals hate facts,3,0,0,0,NOT,,,10,20
43730,Ain't got no chill for u bro. Stay the fuck away from me. 😤,ai not get no chill u bro stay fuck away me,0,0,0,1,NOT,,,11,14
40736,@USER But I thought California had gun control,think california gun control,1,0,0,0,OFF,TIN,OTH,4,8
75964,@USER 25th amendment ? Comey and Mulller with a  half roll of duct tape should be sufficient ..... just get the sorry sonofabitch away .,25th amendment comey mulller half roll duct tape sufficient get sorry sonofabitch away,1,0,0,0,OFF,TIN,IND,13,25
91228,@USER Bono loves and embraces fugitive Roman Polanski.  That's the kind of guy he and his mates are.,bono love embrace fugitive roman polanski that s kind guy mat be,1,0,0,0,NOT,,,12,18
14770,@USER Please Confirm Kavanagh ASAP! He is a fine choice! Don't let the liberals derail his nomination to the SCOTUS!,please confirm kavanagh asap fine choice not let liberals derail nomination scotus,1,0,0,0,NOT,,,12,20
31247,@USER @USER @USER @USER @USER @USER @USER And the United States is 94th in murder rate.  Thanks for proving that gun control is useless except for authoritarians.,unite state 94th murder rate thank prove gun control useless except authoritarians,7,0,0,0,NOT,,,12,27
67802,"@USER There are reports Cuomo reached deep into his campaign war chest."" He is definitely spending a lot more this time around. $7.5 million in August on tv ads alone. Nixon spent just over $606,000 during the same period. Turn out seems like it'll be higher than usual. Another sign""",report cuomo reach deep campaign war chest definitely spend lot time around 7 5 million august tv ads alone nixon spend 606 000 period turn seem like it ll higher usual another sign,1,0,0,0,NOT,,,33,50
59066,@USER Funny that she actually hears dog whistles... I think that says something about her. 🐩,funny actually hear dog whistle think say something her,1,0,0,1,NOT,,,9,16
97277,@USER Getting scared ugly man?,get scar ugly man,1,0,0,0,OFF,TIN,IND,4,5
43459,@USER Beto-male,beto male,1,0,0,0,NOT,,,2,2
38774,@USER @USER @USER One of the best #MAGA men on Twatter.  Good heart to heart. Hey Jack... URL,one best maga men twatter good heart heart hey jack,3,1,1,0,NOT,,,10,18
64317,@USER Ugh that sucks!!! At least you have your wallet,ugh suck least wallet,1,0,0,0,OFF,UNT,,4,10
14334,@USER WiFi- Free,wifi free,1,0,0,0,NOT,,,2,3
65393,@USER Remember him defending Antifa? I ‘member,remember defend antifa member,1,0,0,1,NOT,,,4,7
97456,@USER Conceal and carry is your best friend.,conceal carry best friend,1,0,0,0,NOT,,,4,8
16936,&gt;Literally runs through the wall. There was now a hole.  Master! You are okay? URL,gt literally run wall hole master okay,0,0,1,0,NOT,,,7,15
32203,@USER She is gorgeous,gorgeous,1,0,0,0,NOT,,,1,4
95643,"@USER And republicans fall right in line and say these are serious accusations we must postpone the vote until we hear from her"".  Many republicans are not interested in being conservatives.""",republicans fall right line say serious accusations must postpone vote hear her many republicans not interest conservatives,1,0,0,0,OFF,UNT,,17,31
73370,@USER @USER @USER Our African 🇺🇸 friends don't get free college. The Demoncratic are putting illegals over 🇺🇸 ppl. These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience. Most of these Antifa colleges kids are White privileged themselves. URL,african friends not get free college demoncratic put illegals ppl antifa ninja turtle run around act like jihadist never live real life experience antifa colleges kid white privilege themselves,3,0,1,2,NOT,,,29,46
19521,Is anyone surprised that a President who would commit treason with Russia to get elected would pick a rapist for the Supreme Court?#MondayMotivation #Deplorables #MAGA #MarinesagainstTrump #KavaNO #BlueWave2018 #PostponeTheVote #Kavanaugh #StopKavanaugh,anyone surprise president would commit treason russia get elect would pick rapist supreme court mondaymotivation deplorables maga marinesagainsttrump kavano bluewave2018 postponethevote kavanaugh stopkavanaugh,0,9,0,0,OFF,TIN,IND,23,31
51543,.@USER “Thatcher had an agenda: to crush the voice of the working people.”  And @USER are doing the same again today.   Join a Trade Union.   Join the @USER Party.  #ImWithDave  URL,thatcher agenda crush voice work people today join trade union join party imwithdave,3,1,1,0,NOT,,,13,31
70141,@USER @USER @USER So all of those people who have thus far died - including a one-year-old child just this morning - it's just all fake news in your little mind.  I think you should go down there and take a look for yourself. Talk to some of your MAGA friends about how much fun they're having.,people thus far die include one year old child morning fake news little mind think go take look yourself talk maga friends much fun they re have,3,0,0,0,NOT,,,27,57
86895,@USER And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied. Her guilt is in the fact she contacted Dems Not the FBI. Ford did not come forward as a witness in the hearing. She’s bought and paid for,americans go demand christine ford face criminal charge amp face jail time prove lie guilt fact contact dems not fbi ford not come forward witness hear buy pay,1,0,0,0,NOT,,,28,52
18460,@USER @USER @USER @USER @USER @USER @USER @USER Fair point - let me restate: (many) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary.,fair point let restate many liberals tend towards use evidence prejudice discrimination justification treat distinction citizens migrants arbitrary,8,0,0,0,NOT,,,18,36
20702,@USER He is also said we would have the cleaner air and water.  But his failure to protect our environment will also lead to mass death.,also say would cleaner air water failure protect environment also lead mass death,1,0,0,0,NOT,,,13,26
43137,@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.,think conservatives go believe wacko liberal sadly mistake see right thru lie judge kavanaugh great person best thing country hand disgrace unite state amp women,1,0,0,0,OFF,TIN,IND,25,49
68528,@USER @USER Course it has son 😉😉👍,course son,2,0,0,1,NOT,,,2,7
20684,"@USER Same paint ball range they used for the antifa vs Proudboy"" match last year""",paint ball range use antifa vs proudboy match last year,1,0,0,0,NOT,,,10,15
41240,@USER Sad part is She knows she's sick... She knows what she is doing.. She has been a crook all her life... She's a very sick woman.. God have mercy of her soul..,sad part know sick know do crook life sick woman god mercy soul,1,0,0,0,OFF,TIN,IND,13,33
55346,@USER @USER He’s a bitter Barn Inbred. URL,bitter barn inbred,2,0,1,0,OFF,TIN,IND,3,8
78079,@USER @USER I hope you don't make it!,hope not make it,2,0,0,0,NOT,,,4,8
47612,@USER @USER I still feel like we missed on him.   We may never know.   He is also a senior DP next year which doesn't help.   Oh USL team where are you...,still feel like miss him may never know also senior dp next year not help oh usl team you,2,0,0,0,NOT,,,19,31
90943,"@USER Ok - you hear about the superman"" thing all the time. And you are certainly busy, but, this could be an EXCELLENT opportunity to step in, in the movies for him as Cavill is steping down!:  URL",ok hear superman thing time certainly busy but could excellent opportunity step in movies cavill step down,1,0,1,0,NOT,,,17,38
21489,@USER Thank You ❤Followed ! Have A Great Day 🙏 #MAGA  #💯🇺🇸🇺🇸🇺🇸 URL,thank follow great day maga,1,2,1,3,NOT,,,5,13
84294,@USER I think she is the one mad.  She didnt like being called out so she is trying to make them bully me. 😆,think one mad didnt like call try make bully me,1,0,0,1,OFF,TIN,IND,10,24
55619,@USER You are awesome! I am so thankful I know you!,awesome thankful know you,1,0,0,0,NOT,,,4,11
63941,@USER Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!!,another insane o appointees amount nut n jwb next one could real famous former first black president former first black lady sayn it and freedom speech r o,1,0,0,0,OFF,TIN,IND,28,35
43267,@USER only the real ones .,real ones,1,0,0,0,NOT,,,2,6
35305,.@USER come pick your girlfriend. She is shifting permanently😂😂 URL,come pick girlfriend shift permanently,1,0,1,1,NOT,,,5,10
90446,@USER This smells like another funding of George Soros. Follow the money 💴 trail.  That woman most likely never knew Judge Kavanaugh. liberals are running scared because The Judge has conservative Christians values. The man has an impeccable Portfolio. Finestine’s a dirty politician,smell like another fund george soros follow money trail woman likely never know judge kavanaugh liberals run scar judge conservative christians value man impeccable portfolio finestine dirty politician,1,0,0,1,OFF,TIN,IND,28,43
36895,@USER Wow.  Lying comes so easily to you liberals.  Scary.,wow lie come easily liberals scary,1,0,0,0,NOT,,,6,10
55478,@USER They only reason they believe her is because she’s sabotaging kavanaughs chances of being a Supreme Court Justice. These elitists and radical liberals will do anything to sabotage Trumps presidency.,reason believe sabotage kavanaughs chance supreme court justice elitists radical liberals anything sabotage trump presidency,1,0,0,0,NOT,,,15,31
64124,@USER Eric Smolder Ex Atty Genl. Epitome of the Labamba govt. sheister.,eric smolder ex atty genl epitome labamba govt sheister,1,0,0,0,NOT,,,9,12
83594,"@USER Please don't start with what he is concerned about. She wants to go out, if he has something planned or an idea of what to do.   Movie or not, it's scary.""  Avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head.""",please not start concern about want go out something plan idea do movie not scary avery felt like something want know could not remember top head,1,0,0,0,OFF,TIN,IND,26,54
30739,@USER @USER Who ever supported this guy? You know they can never be trusted.,ever support guy know never trust,2,0,0,0,NOT,,,6,14
30643,@USER @USER Now you understand why conservatives fear expressing their true beliefs. If you don’t buy into the dominant liberal narrative about social issues you become persona non grata. Ask James Damore.,understand conservatives fear express true beliefs not buy dominant liberal narrative social issue become persona non grata ask jam damore,2,0,0,0,NOT,,,20,32
17763,@USER @USER You keep telling this lie. I think you Liberals believe yourselves. Focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them.,keep tell lie think liberals believe yourselves focus need yet many million sit veterans budget no intention fund them,2,0,0,0,OFF,TIN,OTH,19,37
39112,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's why he is a billionaire and you're not....sorry Romeo your words don't add up...,that s billionaire not sorry romeo word not add up,50,0,0,0,NOT,,,10,65
54898,@USER Rep Maxine Waters has been threatening violence on you the President and vise President. How come she is permitted to do this. Is the DOJ and Washington capital Police sleeping?? Why are all democrats above the law? This is a crime! URL,rep maxine water threaten violence president vise president come permit this doj washington capital police sleep democrats law crime,1,0,1,0,OFF,TIN,GRP,19,43
14512,@USER She is not a cheater. That chair ump robbed her.,not cheater chair ump rob her,1,0,0,0,OFF,TIN,IND,6,11
94596,#MondayMotivation Instead of #MAGA - could we please have #MAAA - Make America America Again - the rest of the world misses you!,mondaymotivation instead maga could please maaa make america america rest world miss you,0,3,0,0,NOT,,,13,23
92884,@USER Yessir fam,yessir fam,1,0,0,0,NOT,,,2,3
29688,@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,entire article piece trash precinct full dumbfuck pig,1,0,0,0,OFF,TIN,GRP,8,16
69559,@USER Iya Risi in my area didnt get the money. She is a widow with 5children and all attempt to get the money proved abortive. Isn't this a scam?,iya risi area didnt get money widow 5children attempt get money prove abortive not scam,1,0,0,0,OFF,TIN,IND,15,29
49407,@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,shes liberal disagree one thing determine terrible person remember liberals talk high horse superior morality,4,0,0,0,OFF,TIN,GRP,15,37
49304,@USER @USER YOU PROBABLY NEED MORE GUN CONTROL   AND MORE GOVERNMENT AND MORE TAXES.   LESS IS MORE.,probably need gun control government tax less more,2,0,0,0,NOT,,,8,17
88608,@USER I hope you would give your expert advice on the economic matters to the Govt. of Pakistan even if you are not a member of the economic council. Position/posts don't matter. One can serve the country without any position or post if one really wishes to do something for the country,hope would give expert advice economic matter govt pakistan even not member economic council position post not matter one serve country without position post one really wish something country,1,0,0,1,NOT,,,29,52
40588,@USER You guys really just did this on cue....  #MAGA #MKUltra,guy really cue maga mkultra,1,2,0,0,NOT,,,5,11
32711,@USER @USER Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's!  URL,lucky people tulsa saw need share fellow fan levi s jeans yet another reason love levi s,2,0,1,0,NOT,,,17,31
28119,"@USER @USER Liberals love to hype the Crouton as a financial genius, but much of his success"" was due to downloading costs to the prov, raiding the EI surplus, etc. That said, you use the tools you have in the box, and I give him props as a decent steward of the public purse.""",liberals love hype crouton financial genius much success due download cost prov raid ei surplus etc say use tool box give prop decent steward public purse,2,0,0,0,NOT,,,26,54
44205,@USER He passes the ball to Keita instead should have actually shot and we would not be having any discussion. If anything he is quite selfless,pass ball keita instead actually shoot would not discussion anything quite selfless,1,0,0,0,NOT,,,12,26
30838,@USER What an empty soul you have.,empty soul have,1,0,0,0,OFF,TIN,IND,3,7
83581,@USER Dan Rather supplied her with unimpeachable documentation and she is just waiting for Snopes to verify it for her.,dan rather supply unimpeachable documentation wait snopes verify her,1,0,0,0,NOT,,,9,20
17564,@USER I told myself this but no matter how much I try life keeps biting me in the ass,tell no matter much try life keep bite ass,1,0,0,0,OFF,TIN,IND,9,19
98670,@USER @USER I hate @USER so much now. They fucked up the whole franchise.,hate much now fuck whole franchise,3,0,0,0,OFF,TIN,IND,6,14
21252,@USER @USER @USER Open your eyes- the NRA only supports politicians that don’t care about gun control mostly republicans,open eye nra support politicians not care gun control mostly republicans,3,0,0,0,NOT,,,11,19
89532,@USER @USER @USER I assume the UK Conservatives are also massively against early years assessments?,assume uk conservatives also massively early years assessments,3,0,0,0,NOT,,,8,15
61405,@USER Chances are if you say “hey no need to call her a whore” you’ll get called a libtard and blocked... but more Conservatives need to stand up and call out vile behavior. Difference between telling someone they can’t say something and what was said was wrong.,chance say hey no need call whore get call libtard block conservatives need stand call vile behavior difference tell someone not say something say wrong,1,0,0,0,NOT,,,25,47
42517,@USER @USER @USER @USER Liberals are vile vicious and disgusting URL,liberals vile vicious disgust,4,0,1,0,OFF,TIN,GRP,4,11
11766,@USER @USER @USER As long as the democrats tout gun control as a crime reduction tactic they'll lose.,long democrats tout gun control crime reduction tactic they ll lose,3,0,0,0,NOT,,,11,18
29728,@USER @USER @USER You do scare Americans w/ ur fake dem platform. It’s mainly ur corrupt GOP ethics being ok w/ supporting pedofiles treason &amp; voter suppression &amp; the like. Dems actually want improved health care for all sensible gun control humane immigration policies &amp; to help all not just 1%ers,scare americans w ur fake dem platform mainly ur corrupt gop ethics ok w support pedofiles treason amp voter suppression amp like dems actually want improve health care sensible gun control humane immigration policies amp help not 1 ers,3,0,0,2,NOT,,,39,51
84012,@USER James hums in approval and pulls back. Allowing her to help him out of his shirt. Letting it fall to the floor as his hand is brushing along her skin.   “You are beautiful baby.. such an angel.”,jam hum approval pull back allow help shirt let fall floor hand brush along skin you beautiful baby angel,1,0,0,0,NOT,,,19,38
52401,@USER This is dumb. An European government is allowed to make a decision that affects the entire planet. Also how would they even enforce this? Are they going to bug every computer in the world?,dumb european government allow make decision affect entire planet also would even enforce this go bug every computer world,1,0,0,0,OFF,TIN,OTH,19,35
30385,@USER @USER You realize California has the strictest gun control in the nation right? Or are you just going to ignore that,realize california strictest gun control nation right go ignore,2,0,0,0,NOT,,,9,22
54292,30+ years as a JUDGE...6 Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals??? URL,30 years judge 6 extensive background not peep link trump boom conservatives rape liberals,0,0,1,0,NOT,,,14,17
32946,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Is the blind man  a fash that antifa needs to thrash? Beating up blind guys is over the top!,blind man fash antifa need thrash beat blind guy top,17,0,0,0,NOT,,,10,36
55571,@USER @USER @USER Antifa JV squad?,antifa jv squad,3,0,0,0,OFF,UNT,,3,6
91649,@USER @USER #Nazis. We told you.   Join #Antifa!,nazis tell you join antifa,2,2,0,0,NOT,,,5,8
21331,@USER @USER He lived in a country with no gun control. Sad but true 🙁,live country no gun control sad true,2,0,0,1,NOT,,,7,15
87923,@USER @USER You know good and goddamn well that if you tried to explain all the gun control on a military base is proof that gun grabbing laws won't do shit if you look at Fort Hood.,know good goddamn well try explain gun control military base proof gun grab laws not shit look fort hood,2,0,0,0,OFF,TIN,IND,19,37
56493,@USER Goodell and my Lions both suck,goodell lions suck,1,0,0,0,OFF,UNT,,3,7
36199,@USER Antifa boot camp 😂,antifa boot camp,1,0,0,1,NOT,,,3,5
19888,@USER Not quite accurate.  True conservatives dislike Trump.  It’s everybody who’s not a Liberal or Conservative that is displeased with her.,not quite accurate true conservatives dislike trump everybody not liberal conservative displease her,1,0,0,0,NOT,,,13,21
10627,@USER Just came here from the video and man am I discusted by greg seriously he is taking advantage of his sons fame.........f*%k greg.....🔥,come video man discusted greg seriously take advantage sons fame f k greg,1,0,0,1,NOT,,,13,24
56657,@USER Hes sure as hell not one of is either... traitor liberals- all of them-,hes sure hell not one either traitor liberals them,1,0,0,0,OFF,TIN,GRP,9,15
63015,@USER Cuts to policing over the last 10 years under the Conservatives which the police warned would be detrimental is an important factor. A lack of youth centres and play schemes is another factor.,cut police last 10 years conservatives police warn would detrimental important factor lack youth centre play scheme another factor,1,0,0,0,NOT,,,19,34
93489,@USER @USER lol Why would conservatives want to hide that?  It contradicts everything Ford has claimed. 🤷🏼‍♂️,lol would conservatives want hide that contradict everything ford claim,2,0,0,1,NOT,,,10,17
24354,@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!,obama must copy democrat think please,1,0,0,0,OFF,TIN,GRP,6,18
15293,@USER @USER @USER Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA,everyone mute thank work free maga,3,1,0,1,NOT,,,6,14
62404,@USER @USER That's an Antifa Soy Girl!,that s antifa soy girl,2,0,0,0,NOT,,,5,7
79276,Bert and Ernie are puppets / dogs are not children / there are only two genders / and there will be two terms  #MAGA @USER,bert ernie puppets dog not children two genders two term maga,1,1,0,3,OFF,TIN,IND,11,25
12645,@USER @USER He is protecting America.  Shame on trump and gop.,protect america shame trump gop,2,0,0,0,NOT,,,5,11
87686,Who does your hair? Only asking as my pussy is getting bald and I am thinking of trying some new comb-over to hide the worst of it.  #oldageproblems #MAGA URL,hair ask pussy get bald think try new comb over hide worst it oldageproblems maga,0,2,1,0,OFF,TIN,OTH,15,30
